Temperature	Range	Population	Tree	Trait	SeedWeight	NameTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre31	7	17.81666667	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre1	3.5	18.29666667	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre1	NA	18.29666667	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre1	13	18.29666667	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre1	6	18.29666667	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre1	6	18.29666667	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre31	9	18.375	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre31	9	18.375	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre31	8	18.375	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre31	3.5	18.375	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre31	NA	18.375	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre1	6	28.78139535	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre1	11	28.78139535	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre1	6	28.78139535	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre1	5	28.78139535	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre1	5	28.78139535	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre32	8	21.61176471	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre32	NA	21.61176471	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre32	8	21.61176471	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre32	8	21.61176471	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre32	5	21.61176471	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre19	6	17.95333333	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre19	6	17.95333333	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre19	6	17.95333333	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre19	3.5	17.95333333	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre19	7	17.95333333	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre1	6	22.1196	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre1	7	22.1196	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre1	6	22.1196	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre1	7	22.1196	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre1	7	22.1196	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre2	6	14.25	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre2	6	14.25	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre2	5	14.25	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre2	6	14.25	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre2	7	14.25	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre1	7	30.50526316	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre1	6	30.50526316	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre1	6	30.50526316	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre1	8	30.50526316	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre1	3.5	30.50526316	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre1	6	22.93333333	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre1	3.5	22.93333333	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre1	5	22.93333333	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre1	NA	22.93333333	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre1	NA	22.93333333	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre7	NA	17.57058824	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre7	NA	17.57058824	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre7	3	17.57058824	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre7	5	17.57058824	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre7	6	17.57058824	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre32	7	17.875	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre32	6	17.875	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre32	6	17.875	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre32	6	17.875	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre32	7	17.875	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre2	NA	18.34	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre2	6	18.34	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre2	7	18.34	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre2	NA	18.34	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre2	5	18.34	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre32	7	23.87619048	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre32	5	23.87619048	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre32	5	23.87619048	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre32	6	23.87619048	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre32	6	23.87619048	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre2	6	29.40789474	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre2	NA	29.40789474	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre2	7	29.40789474	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre2	5	29.40789474	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre2	5	29.40789474	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre2	6	20.9375	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre2	6	20.9375	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre2	6	20.9375	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre2	6	20.9375	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre2	3.5	20.9375	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre2	7	20.7862069	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre2	7	20.7862069	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre2	NA	20.7862069	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre2	7	20.7862069	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre2	10	20.7862069	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre32	7	21.68	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre32	6	21.68	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre32	NA	21.68	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre32	5	21.68	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre32	8	21.68	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre20	NA	19.38235294	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre20	6	19.38235294	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre20	6	19.38235294	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre20	NA	19.38235294	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre20	6	19.38235294	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre2	6	20.37317073	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre2	NA	20.37317073	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre2	9	20.37317073	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre2	7	20.37317073	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre2	3.5	20.37317073	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre2	6	23.328	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre2	6	23.328	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre2	8	23.328	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre2	6	23.328	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre2	3	23.328	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre2	6	20.50625	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre2	6	20.50625	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre2	6	20.50625	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre2	3.5	20.50625	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre2	6	20.50625	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre2	6	22.7144	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre2	3.5	22.7144	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre2	4	22.7144	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre2	4.5	22.7144	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre2	7	22.7144	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre2	7	25.97575758	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre2	6	25.97575758	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre2	7	25.97575758	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre2	6	25.97575758	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre2	10	25.97575758	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre2	6	26.68070175	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre2	6	26.68070175	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre2	6	26.68070175	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre2	7	26.68070175	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre2	6	26.68070175	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre33	6	17.57368421	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre33	3.5	17.57368421	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre33	3.5	17.57368421	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre33	3.5	17.57368421	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre33	7	17.57368421	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre7	7	20.2	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre7	7	20.2	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre7	6	20.2	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre7	9	20.2	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre7	6	20.2	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre2	6	21.6547619	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre2	7	21.6547619	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre2	7	21.6547619	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre2	6	21.6547619	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre2	7	21.6547619	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre2	NA	29.17538462	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre2	9.5	29.17538462	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre2	7	29.17538462	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre2	11	29.17538462	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre2	6	29.17538462	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre32	6	22.41	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre32	6	22.41	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre32	6	22.41	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre32	6	22.41	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre32	6	22.41	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre4	6	18.39411765	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre4	8	18.39411765	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre4	7	18.39411765	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre4	6	18.39411765	ExampleTrait
T22	Bel	Bel.Pop10	Bel.Pop10.Arbre4	10	18.39411765	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre3	11	22.84473684	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre3	8	22.84473684	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre3	8	22.84473684	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre3	7	22.84473684	ExampleTrait
T22	Fr	Fr.Pop2	Fr.Pop2.Arbre3	6	22.84473684	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre3	NA	20.63467337	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre3	7	20.63467337	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre3	3.5	20.63467337	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre3	7	20.63467337	ExampleTrait
T22	Fr	Fr.Pop8	Fr.Pop8.Arbre3	6	20.63467337	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre8	6	19.52307692	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre8	5	19.52307692	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre8	NA	19.52307692	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre8	5	19.52307692	ExampleTrait
T22	Bel	Bel.Pop8	Bel.Pop8.Arbre8	9	19.52307692	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre3	8	28.23654822	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre3	7	28.23654822	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre3	7	28.23654822	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre3	7	28.23654822	ExampleTrait
T22	Fr	Fr.Pop7	Fr.Pop7.Arbre3	9	28.23654822	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre33	6	18.16521739	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre33	7	18.16521739	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre33	7	18.16521739	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre33	NA	18.16521739	ExampleTrait
T22	Bel	Bel.Pop3	Bel.Pop3.Arbre33	7	18.16521739	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre4	5	23.71320755	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre4	3.5	23.71320755	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre4	5	23.71320755	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre4	7	23.71320755	ExampleTrait
T22	Fr	Fr.Pop1	Fr.Pop1.Arbre4	9	23.71320755	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre3	9	21.05483871	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre3	9	21.05483871	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre3	7	21.05483871	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre3	7	21.05483871	ExampleTrait
T22	Fr	Fr.Pop10	Fr.Pop10.Arbre3	7	21.05483871	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre3	6	22.69350649	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre3	6	22.69350649	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre3	6	22.69350649	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre3	3.5	22.69350649	ExampleTrait
T22	Fr	Fr.Pop3	Fr.Pop3.Arbre3	8	22.69350649	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre3	6	19.07771429	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre3	8	19.07771429	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre3	3	19.07771429	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre3	3	19.07771429	ExampleTrait
T22	Fr	Fr.Pop9	Fr.Pop9.Arbre3	6	19.07771429	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre22	6	16.9	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre22	6	16.9	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre22	6	16.9	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre22	7	16.9	ExampleTrait
T22	Bel	Bel.Pop7	Bel.Pop7.Arbre22	6	16.9	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre3	5	17.85	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre3	5	17.85	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre3	5	17.85	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre3	5	17.85	ExampleTrait
T22	Bel	Bel.Pop1	Bel.Pop1.Arbre3	5	17.85	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre10	7	20.59333333	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre10	NA	20.59333333	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre10	8	20.59333333	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre10	NA	20.59333333	ExampleTrait
T22	Bel	Bel.Pop9	Bel.Pop9.Arbre10	NA	20.59333333	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre3	8	23.02051282	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre3	5	23.02051282	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre3	7	23.02051282	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre3	7	23.02051282	ExampleTrait
T22	Fr	Fr.Pop6	Fr.Pop6.Arbre3	7	23.02051282	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre34	6	19.21176471	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre34	NA	19.21176471	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre34	5	19.21176471	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre34	5	19.21176471	ExampleTrait
T22	Bel	Bel.Pop5	Bel.Pop5.Arbre34	5	19.21176471	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre33	6	11.47368421	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre33	5	11.47368421	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre33	3.5	11.47368421	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre33	6	11.47368421	ExampleTrait
T22	Bel	Bel.Pop2	Bel.Pop2.Arbre33	6	11.47368421	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre33	6	19.86666667	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre33	6	19.86666667	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre33	5	19.86666667	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre33	NA	19.86666667	ExampleTrait
T22	Bel	Bel.Pop6	Bel.Pop6.Arbre33	5	19.86666667	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre33	5	20.78823529	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre33	5	20.78823529	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre33	5	20.78823529	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre33	3	20.78823529	ExampleTrait
T22	Bel	Bel.Pop4	Bel.Pop4.Arbre33	5	20.78823529	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre3	5	24.13617021	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre3	6	24.13617021	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre3	6	24.13617021	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre3	5	24.13617021	ExampleTrait
T22	Fr	Fr.Pop4	Fr.Pop4.Arbre3	7	24.13617021	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre3	5	24.56518987	ExampleTrait
T22	Fr	Fr.Pop5	Fr.Pop5.Arbre3	5	24.56518987	ExampleTrait
